Link,Forked from,Search Term,Location,Line Numbers Containing Keywords In File,Text that implies misconfiguration/(not a misconfig) (Separated by Pipe if more than one found),Issue or commit message implies a misconfig or not a misconfig,Issue or commit score,MIFOS ISSUE TYPE,commit message contains words such as bug/fix,commit message refers to github issue?,github issue implies misconfig?,commit message refers to non-github issue?,non-github issue implies misconfig?,adds annotation check?,removes annotation check?,adds one or more conditions in annotation?,removes one or more conditions in annotations?,changes method signature and associated annotation?,Changes one or more parameters in annotation?,Corrects typo errors?,"Changes from @Secured to
@PreAuthorize",Conversion between PreAuth and PostAuth,,Commit change score,total of context score and commit change score,Classification,Final Score,Out of,Probability of Misconfig,CHANGE TYPE,COMMENT
https://github.com/grupocibertec/GProfesor/commit/8c43fddcef8c482e0273a2af8424b2628a4f819f#diff-106c61c653f48a8d201819ddd5fdc7a2,marker,@PreAuthorize,ProfesorService.java,13,"Proyecto Termino, a excepcion de los JUnit Test que es lo que falta, con respecto a lo demas esta listo",3.5,-2,,NO,NO,NO,NO,NO,6.4,NO,NO,NO,NO,NO,NO,NO,,6.4,0,-2,,1,,,,
https://github.com/grupocibertec/GProfesor/commit/8c43fddcef8c482e0273a2af8424b2628a4f819f#diff-106c61c653f48a8d201819ddd5fdc7a2,,@PreAuthorize,ProfesorService.java,16,"Proyecto Termino, a excepcion de los JUnit Test que es lo que falta, con respecto a lo demas esta listo",3.5,-2,,NO,NO,NO,NO,NO,6.4,NO,NO,NO,NO,NO,NO,NO,,6.4,0,-2,,1,,,,
https://github.com/brendel/edufarm-soowoowon/commit/577786067a498ffc888ad939d1a2b9f23147da51,,@PreAuthorize,UserService.java,15,Final Version.,3.7,0,,NO,NO,NO,NO,NO,6.1,NO,NO,NO,NO,NO,NO,NO,,6.1,-2,-2,,,,,,
https://github.com/brendel/edufarm-soowoowon/commit/577786067a498ffc888ad939d1a2b9f23147da51,,@PreAuthorize,UserService.java,18,Final Version.,3.7,0,,NO,NO,NO,NO,NO,,,,9.4,NO,NO,NO,NO,,9.4,1,1,,,,,,
https://github.com/bruceMacLeod/motech-server-pillreminder-0.18/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,MotechUserService.java,13,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,,,,,,11.2,,,,11.2,-1,-3,,,,,,
https://github.com/bruceMacLeod/motech-server-pillreminder-0.18/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,MotechUserService.java,16,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,,,,,,11.2,,,,11.2,-1,-3,,,,,,
https://github.com/bruceMacLeod/motech-server-pillreminder-0.18/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,MotechUserService.java,25,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,,,,,,11.2,,,,11.2,-1,-3,,,,,,
https://github.com/bruceMacLeod/motech-server-pillreminder-0.18/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,MotechUserService.java,28,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,,,,,,11.2,,,,11.2,-1,-3,,,,,,
https://github.com/bruceMacLeod/motech-server-pillreminder-0.18/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,MotechUserService.java,31,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,,,,,,11.2,,,,11.2,-1,-3,,,,,,
https://github.com/bruceMacLeod/motech-server-pillreminder-0.18/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,MotechUserService.java,36,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,,,,,,11.2,,,,11.2,-1,-3,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,
https://github.com/bruceMacLeod/motech-server-pillreminder-0.18/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,14,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
https://github.com/bruceMacLeod/motech-server-pillreminder-0.18/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,19,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
https://github.com/bruceMacLeod/motech-server-pillreminder-0.18/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,22,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
https://github.com/bruceMacLeod/motech-server-pillreminder-0.18/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,25,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
https://github.com/bruceMacLeod/motech-server-pillreminder-0.18/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,28,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
https://github.com/bruceMacLeod/motech-server-pillreminder-0.18/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,33,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
https://github.com/bruceMacLeod/motech-server-pillreminder-0.18/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,36,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
https://github.com/bruceMacLeod/motech-server-pillreminder-0.18/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,39,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,
https://github.com/timeu/geno-phen-browser/commit/16578e042c6c4635fdba212d9c7e1436047841af,,@PreAuthorize,GWASDataService.java,43,"Enhancement: Include transformation and support for storing HDF5 file…
…s added

The transformation returned in additional to other studygwasdata information.
A new method storeGWASResult was added.",3.5,-2,,,,,,,,,,,,11.4,,,,11.4,1,-1,,,,,,
https://github.com/timeu/geno-phen-browser/commit/16578e042c6c4635fdba212d9c7e1436047841af,,@PreAuthorize,GWASDataService.java,51,"Enhancement: Include transformation and support for storing HDF5 file…
…s added

The transformation returned in additional to other studygwasdata information.
A new method storeGWASResult was added.",3.5,-2,,,,,,,6.1,,,,,,,,,6.1,-2,-4,,,,,,
https://github.com/timeu/geno-phen-browser/commit/d2e55a0cf01f5c448b82514a607fbcaff13297cc,,@PreAuthorize,GWASDataService.java,26,"Enhancement: Include transformation and support for storing HDF5 file…
…s added

The transformation returned in additional to other studygwasdata information.
A new method storeGWASResult was added.",3.5,-2,,,,,,,6.1,,,,,,,,,6.1,-2,-4,,,,,,
https://github.com/timeu/geno-phen-browser/commit/d2e55a0cf01f5c448b82514a607fbcaff13297cc,,@PreAuthorize,GWASDataService.java,29,"Enhancement: Include transformation and support for storing HDF5 file…
…s added

The transformation returned in additional to other studygwasdata information.
A new method storeGWASResult was added.",3.5,-2,,,,,,,,,,,,11.4,,,,11.4,1,-1,,,,,,
https://github.com/timeu/geno-phen-browser/commit/d2e55a0cf01f5c448b82514a607fbcaff13297cc,,@PreAuthorize,GWASDataService.java,32,"Enhancement: Include transformation and support for storing HDF5 file…
…s added

The transformation returned in additional to other studygwasdata information.
A new method storeGWASResult was added.",3.5,-2,,,,,,,6.1,,,,,,,,,6.1,-2,-4,,,,,,
https://github.com/motech/motech-server-pillreminder/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,14,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
https://github.com/motech/motech-server-pillreminder/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,19,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
https://github.com/motech/motech-server-pillreminder/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,22,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
https://github.com/motech/motech-server-pillreminder/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,25,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
https://github.com/motech/motech-server-pillreminder/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,28,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
https://github.com/motech/motech-server-pillreminder/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,33,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
https://github.com/motech/motech-server-pillreminder/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,36,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
https://github.com/motech/motech-server-pillreminder/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,ModuleAdminService.java,39,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,6.3,,,,,,,,,6.3,-1,-3,,,,,,
https://github.com/motech/motech-server-pillreminder/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,MotechUserService.java,13,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,,,,9.2,,,,,,9.2,-1,-3,,,,,,
https://github.com/motech/motech-server-pillreminder/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,MotechUserService.java,16,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,,,,9.2,,,,,,9.2,-1,-3,,,,,,
https://github.com/motech/motech-server-pillreminder/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,MotechUserService.java,25,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,,,,9.2,,,,,,9.2,-1,-3,,,,,,
https://github.com/motech/motech-server-pillreminder/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,MotechUserService.java,28,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,,,,9.2,,,,,,9.2,-1,-3,,,,,,
https://github.com/motech/motech-server-pillreminder/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,MotechUserService.java,31,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,,,,9.2,,,,,,9.2,-1,-3,,,,,,
https://github.com/motech/motech-server-pillreminder/commit/08209b0b19dc57987d5222e1b8091b5f5e855e06,,@PreAuthorize,MotechUserService.java,36,"llewczynski | #448 | Process spring security annotations in motech mo…
…dules:

* Fixed problem with starting core bundles before non-core bundles
* Enabled spring security annotations in modules
* Added example security annotations to admin module
* Disabled security annotations in admin mode",3.5,-2,,,,,,,,,,9.2,,,,,,9.2,-1,-3,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,
https://github.com/brendel/edufarm-soowoowon/commit/855866faa4c61bcedb71992effc479c8f592c4d4,,@PreAuthorize,PhotologService.java,19,"Add SanitizeService, SanitazeServiceImpl.",3.5,-2,,,,,,,,,,,,11.4,,,,11.4,1,-1,,,,,,
https://github.com/brendel/edufarm-soowoowon/commit/855866faa4c61bcedb71992effc479c8f592c4d4,,@PreAuthorize,PhotologService.java,22,"Add SanitizeService, SanitazeServiceImpl.",3.5,-2,,,,,,,,,,,,11.4,,,,11.4,1,-1,,,,,,
https://github.com/brendel/edufarm-soowoowon/commit/855866faa4c61bcedb71992effc479c8f592c4d4,,@PreAuthorize,PhotologService.java,25,"Add SanitizeService, SanitazeServiceImpl.",3.5,-2,,,,,,,6.5,,,,,,,,,6.5,1,-1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,
https://github.com/mifos/head/commit/d622c5fdafe9e75891c6df5ef22180f25e84efa6,,@PreAuthorize,SavingsServiceFacade.java,156, We have received numerous request if Mifos can have an option of doing direct transfer to different accounts and we think its very important to have this feature to make Mifos a better solution for Microfinance.,3.5,-2,,,,,YES,NO,8.4,,,,,,,,,8.4,1,-1,,,,,,
https://github.com/mifos/head/commit/b8a2800ef78b27dc8b88bf73df81aca5573934c8,,@PreAuthorize,LoanAccountServiceFacade.java,99,"The following permissions are not working:
Can create new loan account in Save for later state
Can create new loan account in Submit for approval state
Can redo Loan disbursals
Can create new Savings account in Save for later state
After disabling above permissions it is still possible to create a new Loan account, Savings account or to Redo loan.",3.3,3,,,,,MIFOS-5079,bug,,,11.4,,,,,,,11,1,4,,,,,,
https://github.com/mifos/head/commit/b8a2800ef78b27dc8b88bf73df81aca5573934c8,,@PreAuthorize,LoanAccountServiceFacade.java,102,"The following permissions are not working:
Can create new loan account in Save for later state
Can create new loan account in Submit for approval state
Can redo Loan disbursals
Can create new Savings account in Save for later state
After disabling above permissions it is still possible to create a new Loan account, Savings account or to Redo loan.",3.3,3,,,,,MIFOS-5079,,,,11.4,,,,,,,11,1,4,,,,,,
https://github.com/mifos/head/commit/b8a2800ef78b27dc8b88bf73df81aca5573934c8,,@PreAuthorize,LoanAccountServiceFacade.java,105,"The following permissions are not working:
Can create new loan account in Save for later state
Can create new loan account in Submit for approval state
Can redo Loan disbursals
Can create new Savings account in Save for later state
After disabling above permissions it is still possible to create a new Loan account, Savings account or to Redo loan.",3.3,3,,,,,MIFOS-5079,,,,11.4,,,,,,,11,1,4,,,,,,
https://github.com/mifos/head/commit/b8a2800ef78b27dc8b88bf73df81aca5573934c8,,@PreAuthorize,LoanAccountServiceFacade.java,111,"The following permissions are not working:
Can create new loan account in Save for later state
Can create new loan account in Submit for approval state
Can redo Loan disbursals
Can create new Savings account in Save for later state
After disabling above permissions it is still possible to create a new Loan account, Savings account or to Redo loan.",3.3,3,,,,,MIFOS-5079,,,,11.4,,,,,,,11,1,4,,,,,,
https://github.com/mifos/head/commit/b8a2800ef78b27dc8b88bf73df81aca5573934c8,,@PreAuthorize,LoanAccountServiceFacade.java,114,"The following permissions are not working:
Can create new loan account in Save for later state
Can create new loan account in Submit for approval state
Can redo Loan disbursals
Can create new Savings account in Save for later state
After disabling above permissions it is still possible to create a new Loan account, Savings account or to Redo loan.",3.3,3,,,,,MIFOS-5079,,,,11.4,,,,,,,11,1,4,,,,,,
https://github.com/mifos/head/commit/b8a2800ef78b27dc8b88bf73df81aca5573934c8,,@PreAuthorize,LoanAccountServiceFacade.java,118,"The following permissions are not working:
Can create new loan account in Save for later state
Can create new loan account in Submit for approval state
Can redo Loan disbursals
Can create new Savings account in Save for later state
After disabling above permissions it is still possible to create a new Loan account, Savings account or to Redo loan.",3.3,3,,,,,MIFOS-5079,,,,11.4,,,,,,,11,1,4,,,,,,
https://github.com/mifos/head/commit/b8a2800ef78b27dc8b88bf73df81aca5573934c8,,@PreAuthorize,LoanAccountServiceFacade.java,125,"The following permissions are not working:
Can create new loan account in Save for later state
Can create new loan account in Submit for approval state
Can redo Loan disbursals
Can create new Savings account in Save for later state
After disabling above permissions it is still possible to create a new Loan account, Savings account or to Redo loan.",3.3,3,,,,,MIFOS-5079,,,,11.4,,,,,,,11,1,4,,,,,,
https://github.com/mifos/head/commit/b8a2800ef78b27dc8b88bf73df81aca5573934c8,,@PreAuthorize,LoanAccountServiceFacade.java,135,"The following permissions are not working:
Can create new loan account in Save for later state
Can create new loan account in Submit for approval state
Can redo Loan disbursals
Can create new Savings account in Save for later state
After disabling above permissions it is still possible to create a new Loan account, Savings account or to Redo loan.",3.3,3,,,,,MIFOS-5079,,,,11.4,,,,,,,11,1,4,,,,,,
https://github.com/mifos/head/commit/b8a2800ef78b27dc8b88bf73df81aca5573934c8,,@PreAuthorize,LoanAccountServiceFacade.java,143,"The following permissions are not working:
Can create new loan account in Save for later state
Can create new loan account in Submit for approval state
Can redo Loan disbursals
Can create new Savings account in Save for later state
After disabling above permissions it is still possible to create a new Loan account, Savings account or to Redo loan.",3.3,3,,,,,MIFOS-5079,,,,11.4,,,,,,,11,1,4,,,,,,
https://github.com/mifos/head/commit/b8a2800ef78b27dc8b88bf73df81aca5573934c8,,@PreAuthorize,LoanAccountServiceFacade.java,204,"The following permissions are not working:
Can create new loan account in Save for later state
Can create new loan account in Submit for approval state
Can redo Loan disbursals
Can create new Savings account in Save for later state
After disabling above permissions it is still possible to create a new Loan account, Savings account or to Redo loan.",3.3,3,,,,,MIFOS-5079,,,7.1,,,,,,,,7,-2,1,,,,,,
https://github.com/mifos/head/commit/b257ed7d67d600b801ffa6bfef2a091daf9ba5f6,,@PreAuthorize,SavingsServiceFacade.java,86,"The following permissions are not working:
Can create new loan account in Save for later state
Can create new loan account in Submit for approval state
Can redo Loan disbursals
Can create new Savings account in Save for later state
After disabling above permissions it is still possible to create a new Loan account, Savings account or to Redo loan.",3.3,3,,,,,MIFOS-5079,,,,11.4,,,,,,,11.4,1,4,,,,,,
https://github.com/mifos/head/commit/b257ed7d67d600b801ffa6bfef2a091daf9ba5f6,,@PreAuthorize,SavingsServiceFacade.java,89,"The following permissions are not working:
Can create new loan account in Save for later state
Can create new loan account in Submit for approval state
Can redo Loan disbursals
Can create new Savings account in Save for later state
After disabling above permissions it is still possible to create a new Loan account, Savings account or to Redo loan.",3.3,3,,,,,MIFOS-5079,,,,11.4,,,,,,,11.4,1,4,,,,,,
https://github.com/mifos/head/commit/b257ed7d67d600b801ffa6bfef2a091daf9ba5f6,,@PreAuthorize,SavingsServiceFacade.java,92,"The following permissions are not working:
Can create new loan account in Save for later state
Can create new loan account in Submit for approval state
Can redo Loan disbursals
Can create new Savings account in Save for later state
After disabling above permissions it is still possible to create a new Loan account, Savings account or to Redo loan.",3.3,3,,,,,MIFOS-5079,,,,11.4,,,,,,,11.4,1,4,,,,,,
https://github.com/mifos/head/commit/b257ed7d67d600b801ffa6bfef2a091daf9ba5f6,,@PreAuthorize,SavingsServiceFacade.java,137,"The following permissions are not working:
Can create new loan account in Save for later state
Can create new loan account in Submit for approval state
Can redo Loan disbursals
Can create new Savings account in Save for later state
After disabling above permissions it is still possible to create a new Loan account, Savings account or to Redo loan.",3.3,3,,,,,MIFOS-5079,,,,11.4,,,,,,,11.4,1,4,,,,,,
https://github.com/msskmlrn/wad-harkka/commit/c86f63743f8ed91181d4ae23fa3b58446b3a726f,,@PreAuthorize,UserService.java,13,muutama korjaus,3.1,1,,,,,,,,7.3,,,,,,,,7.3,-1,0,,,,,,
https://github.com/msskmlrn/wad-harkka/commit/c86f63743f8ed91181d4ae23fa3b58446b3a726f,,@PreAuthorize,AlbumService.java,20,muutama korjaus,3.1,1,,,,,,,6.1,,,,,,,,,6.1,-2,-1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,
https://github.com/Opetushallitus/eperusteet/commit/533f759d6adf38587e2c553fcc3d93e373391d12,,@PreAuthorize,PerusteService.java,134,poista tutkinnonosaviite oikeasti,3.7,0,,,,,,,6.1,,,,,,,,,6.1,-2,-2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,
https://github.com/Opetushallitus/eperusteet/commit/533f759d6adf38587e2c553fcc3d93e373391d12,,@PreAuthorize,PerusteenOsaService.java,85,poista tutkinnonosaviite oikeasti,3.7,0,,,,,,,,,,,,11.4,,,,11.4,1,1,,,,,,
https://github.com/Opetushallitus/eperusteet/commit/490222013d458b57cf596712c33ae389b4363c58,,@PreAuthorize,PerusteService.java,53,poista tutkinnonosaviite oikeasti,3.7,0,,,,,,,,,8.4,,,,,,,8.4,1,1,,,,,,
https://github.com/Opetushallitus/eperusteet/commit/490222013d458b57cf596712c33ae389b4363c58,,@PreAuthorize,PerusteService.java,56,poista tutkinnonosaviite oikeasti,3.7,0,,,,,,,,,8.4,,,,,,,8.4,1,1,,,,,,
https://github.com/Opetushallitus/eperusteet/commit/490222013d458b57cf596712c33ae389b4363c58,,@PreAuthorize,PerusteService.java,108,poista tutkinnonosaviite oikeasti,3.7,0,,,,,,,,,8.4,,,,,,,8.4,1,1,,,,,,
https://github.com/Opetushallitus/eperusteet/commit/490222013d458b57cf596712c33ae389b4363c58,,@PreAuthorize,PerusteService.java,111,poista tutkinnonosaviite oikeasti,3.7,0,,,,,,,,,8.4,,,,,,,8.4,1,1,,,,,,
https://github.com/Opetushallitus/eperusteet/commit/490222013d458b57cf596712c33ae389b4363c58,,@PreAuthorize,PerusteService.java,136,poista tutkinnonosaviite oikeasti,3.7,0,,,,,,,,,,,,11.4,,,,11.4,1,1,,,,,,
https://github.com/Opetushallitus/eperusteet/commit/490222013d458b57cf596712c33ae389b4363c58,,@PreAuthorize,PerusteService.java,139,poista tutkinnonosaviite oikeasti,3.7,0,,,,,,,,,,,,11.4,,,,11.4,1,1,,,,,,
https://github.com/Opetushallitus/eperusteet/commit/490222013d458b57cf596712c33ae389b4363c58,,@PreAuthorize,PerusteService.java,142,poista tutkinnonosaviite oikeasti,3.7,0,,,,,,,,,,,,11.4,,,,11.4,1,1,,,,,,
https://github.com/Opetushallitus/eperusteet/commit/490222013d458b57cf596712c33ae389b4363c58,,@PreAuthorize,PerusteenOsaService.java,47,poista tutkinnonosaviite oikeasti,3.7,0,,,,,,,,,8.4,,,,,,,8.4,1,1,,,,,,
https://github.com/Opetushallitus/eperusteet/commit/490222013d458b57cf596712c33ae389b4363c58,,@PreAuthorize,PerusteenOsaService.java,50,poista tutkinnonosaviite oikeasti,3.7,0,,,,,,,,,8.4,,,,,,,8.4,1,1,,,,,,
https://github.com/Opetushallitus/eperusteet/commit/490222013d458b57cf596712c33ae389b4363c58,,@PreAuthorize,PerusteenOsaService.java,79,poista tutkinnonosaviite oikeasti,3.7,0,,,,,,,,,8.4,,,,,,,8.4,1,1,,,,,,
https://github.com/Opetushallitus/eperusteet/commit/490222013d458b57cf596712c33ae389b4363c58,,@PreAuthorize,PerusteenOsaService.java,82,poista tutkinnonosaviite oikeasti,3.7,0,,,,,,,,,8.4,,,,,,,8.4,1,1,,,,,,
https://github.com/Opetushallitus/eperusteet/commit/490222013d458b57cf596712c33ae389b4363c58,,@PreAuthorize,PerusteenOsaService.java,91,poista tutkinnonosaviite oikeasti,3.7,0,,,,,,,,,8.4,,,,,,,8.4,1,1,,,,,,
https://github.com/Opetushallitus/eperusteet/commit/490222013d458b57cf596712c33ae389b4363c58,,@PreAuthorize,PerusteenOsaService.java,106,poista tutkinnonosaviite oikeasti,3.7,0,,,,,,,,,8.4,,,,,,,8.4,1,1,,,,,,
